	Artwork-Id	type	district	environment	countArtists	experience	replaced	content	userRating	approval
580	55538387	4	5	3	2	1	3	2	0	0
581	38239392	4	5	4	3	2	8	2	4	1
582	81727093	5	3	3	3	1	6	1	2	0
583	90744628	4	2	4	1	2	8	2	1	0
584	61121976	4	3	3	3	3	4	1	4	1
585	72772931	4	4	4	1	3	8	2	5	1
586	56005083	5	1	4	3	3	6	2	4	1
587	55554034	5	3	4	2	3	7	2	0	1
588	71741444	3	3	4	2	4	7	1	5	0
589	28700034	5	1	4	3	3	6	2	5	1
590	20938973	5	5	4	1	2	8	2	2	1
591	33477334	4	5	4	2	1	6	2	2	1
592	29463216	4	4	4	2	3	6	2	3	1
593	13572995	5	2	3	1	2	8	2	4	1
594	15279129	5	4	4	2	1	6	2	2	1
595	47308337	5	4	3	4	2	1	2	3	0
596	39442951	5	2	1	2	1	8	1	2	0
597	74037416	3	1	3	2	2	3	2	1	0
598	65936320	4	4	3	4	4	8	2	4	1
599	41071100	5	5	4	3	1	7	2	3	1
600	47443160	5	1	3	4	1	4	1	4	1
601	29243751	4	3	2	1	3	8	2	4	0
602	19683314	5	4	4	4	1	4	2	3	1
603	97783193	4	5	4	2	1	4	2	3	1
604	35817084	5	3	3	2	4	8	2	1	0
605	74656388	4	1	3	3	3	6	2	5	1
606	99437536	5	1	4	2	2	3	2	4	1
607	65061904	4	4	4	2	1	8	1	4	0
608	21785971	5	4	3	4	2	4	2	4	1
609	46656877	4	1	1	2	2	1	1	0	0
610	58102262	4	4	3	2	2	4	2	3	1
611	91771994	5	1	4	1	4	3	1	5	1
612	78752157	5	1	2	1	3	7	1	5	1
613	28320090	4	3	4	3	1	6	2	3	1
614	79319521	3	3	3	1	1	3	1	4	0
615	56141616	5	1	4	2	3	6	1	3	0
616	35412510	1	2	3	2	3	3	2	4	0
617	37465910	5	4	3	3	3	6	2	4	1
618	60777825	5	3	2	3	1	6	1	3	0
619	39610898	5	4	3	2	3	8	2	4	1
620	13763592	4	5	4	2	2	2	2	3	1
621	30145686	3	4	3	3	3	3	1	5	0
622	62020856	4	1	4	3	3	3	2	5	1
623	68194659	4	3	4	1	3	8	2	1	0
624	93429078	4	1	4	2	3	7	2	4	1
625	23505439	5	5	1	4	1	4	2	5	0
626	39813530	5	2	4	2	2	6	2	3	1
627	11108427	5	4	4	4	3	7	2	2	1
628	95493410	3	1	3	1	2	8	2	4	1
629	33882503	5	1	3	2	2	3	2	0	0
630	87329650	4	2	4	1	2	6	2	1	0
631	98262136	5	1	4	2	4	7	2	0	1
632	58569662	5	1	4	3	4	6	2	5	1
633	75362964	5	4	3	1	1	8	2	1	0
634	66447614	4	2	4	2	2	3	2	4	0
635	16688973	4	1	3	2	3	6	2	4	1
636	34459732	3	4	4	2	3	7	2	4	1
637	64081558	5	4	4	1	1	8	2	0	0
638	29857045	3	2	3	3	1	5	2	2	0
639	10158515	5	3	2	2	3	6	2	5	1
640	90031874	4	4	4	3	1	8	2	3	1
641	30434538	2	3	1	5	3	4	2	2	0
642	37482357	5	2	3	1	1	1	2	4	0
643	51545226	3	5	2	4	2	4	2	4	1
644	69572147	2	2	3	1	2	4	2	1	0
645	35323756	5	5	2	2	3	2	2	2	0
646	65681649	5	2	4	3	2	1	2	4	0
647	85936596	4	4	3	3	3	6	1	4	1
648	90907548	4	1	3	2	2	8	2	3	0
649	65670645	1	1	2	4	1	8	2	3	0
650	23257517	4	4	2	2	1	8	2	3	1
651	82558635	5	3	4	2	2	3	2	3	1
652	98195725	4	4	3	2	4	5	2	5	1
653	47988619	5	5	4	1	3	6	2	2	1
654	11858778	5	5	3	3	4	8	2	4	1
655	19565707	5	4	2	3	3	4	2	5	1
656	46905574	5	4	4	3	1	8	2	4	1
657	47993120	4	5	3	2	1	8	2	5	1
658	63912607	3	3	3	1	4	3	2	1	1
659	28585704	3	5	3	2	2	8	2	3	1
660	24586235	4	5	3	2	2	6	2	2	1
661	22219509	5	4	4	1	1	4	2	3	1
662	86268986	4	4	2	5	2	6	2	4	0
663	31144945	5	1	3	1	3	6	2	3	1
664	47857935	5	2	4	2	1	8	2	4	1
665	84245050	5	1	3	3	1	6	1	2	0
666	36932890	5	3	3	3	2	1	2	1	0
667	87173297	5	5	4	1	4	8	2	4	1
668	40757859	5	1	3	2	3	6	2	4	1
669	76074920	4	3	1	3	3	7	2	3	1
670	29682734	5	1	1	3	2	8	2	3	1
671	85651737	5	1	3	3	1	8	2	2	1
672	24623377	4	1	4	1	2	1	2	3	0
673	93956638	5	3	2	3	4	8	2	5	1
674	43873340	4	1	3	3	2	4	2	4	1
675	31104598	5	4	3	5	3	6	1	3	1
676	59285344	4	3	4	4	2	3	1	0	0
677	56688237	4	4	3	2	3	6	2	3	1
678	41028793	5	5	3	2	1	6	2	1	0
679	64527279	3	3	3	3	2	7	2	3	1
680	46328628	1	4	4	2	3	1	2	0	0
681	22996052	5	2	2	3	1	8	2	1	0
682	72707977	5	5	2	2	2	4	2	5	1
683	70113957	5	3	3	3	2	5	2	4	1
684	14277036	3	1	3	1	2	8	2	1	0
685	72909209	2	5	2	1	2	8	2	3	1
686	58887428	5	3	4	2	3	8	2	5	1
687	62348656	5	3	3	2	2	6	2	4	1
688	39269473	5	4	2	2	4	3	2	0	1
689	83397631	4	3	4	2	1	2	2	0	0
690	34974501	5	5	3	1	1	1	1	3	0
691	33391463	5	1	3	3	1	2	2	3	0
692	91296788	5	1	2	4	3	6	2	2	0
693	31284848	5	4	3	3	2	7	1	4	1
694	54584579	2	1	4	1	2	3	2	0	1
695	89182455	3	4	2	4	1	8	1	0	0
696	73565601	5	5	4	3	1	4	2	3	1
697	91054117	5	1	3	5	2	6	1	3	0
698	39833325	3	3	4	1	3	2	2	3	0
699	67792223	5	5	3	3	1	1	1	3	0
700	77890910	5	5	4	5	3	6	2	4	1
701	21621741	4	3	4	1	2	1	2	2	0
702	20804716	1	4	4	4	3	5	2	3	1
703	21021052	5	2	4	1	1	6	2	2	1
704	37220636	4	3	4	2	1	4	2	4	1
705	21694760	5	2	3	2	2	4	2	3	1
706	69761885	5	2	3	2	1	3	2	4	1
707	44045391	5	3	3	1	3	3	2	4	1
708	84559431	5	1	4	3	4	4	2	3	1
709	14755802	5	4	4	3	3	7	2	4	1
710	58653101	5	5	4	1	1	6	1	3	1
711	43683005	5	5	3	3	2	4	2	3	1
712	25708282	4	1	3	2	1	5	1	3	0
713	68656582	5	3	3	4	2	6	2	1	0
714	45329609	4	2	4	3	2	4	2	0	0
715	77149792	4	4	2	3	2	2	2	3	0
716	29410317	5	2	4	2	2	6	2	4	1
717	75060281	5	1	4	2	1	8	2	2	1
718	80669615	5	3	4	2	2	6	2	3	1
719	22996508	5	5	1	4	1	6	1	1	0
720	13087950	5	5	3	1	3	6	2	3	1
721	67768533	5	5	4	2	3	8	2	2	1
722	74723317	5	3	4	3	2	6	2	3	1
723	94233564	4	1	3	2	2	2	2	3	0
724	68328023	5	3	4	2	3	7	2	5	1
725	72560167	5	3	3	2	2	2	2	0	0
726	78813781	5	2	4	3	1	7	2	5	1
727	33728248	5	4	4	2	2	2	2	4	1
728	85048496	4	2	4	2	3	1	1	4	0
729	19133701	5	5	3	4	4	1	2	1	0
730	64146334	4	2	4	2	2	4	2	5	1
731	42690093	5	3	3	2	2	4	2	5	1
732	66270063	5	5	3	3	2	7	2	0	1
733	46319542	3	5	3	1	1	6	1	2	0
734	46334992	4	5	3	4	2	3	2	3	0
735	91040465	5	3	4	1	2	8	2	4	1
736	69522502	4	5	4	4	1	7	2	3	1
737	62493965	5	4	3	5	2	6	2	5	1
738	53391504	5	1	4	4	3	8	2	4	1
739	61160468	4	1	3	4	3	8	2	2	0
740	59051792	5	2	4	4	2	8	2	1	0
741	75415535	4	3	3	2	2	1	2	0	0
742	14913557	5	4	3	4	1	6	2	4	1
743	11747706	4	5	4	2	3	3	1	5	1
744	65651824	5	2	2	1	2	4	2	0	0
745	68311402	5	4	4	2	1	6	1	3	1
746	22390811	5	1	3	2	2	6	2	5	1
747	19230282	5	5	3	1	3	6	2	5	1
748	29644044	5	3	4	2	3	8	2	3	1
749	55964034	4	2	3	1	1	4	2	0	0
